teks,sentiment,score
"Itu tugas kepala negara menyelesaikan tugas negaranya, kami rakyat menderita karna tidak ada kerja ngangur",negative,0.9961758852005005
"Pupuk,bibit,obat obatan pertanian mahal,,kok minta swasembada pangan...ngimpi..",negative,0.9967626333236694
"Yaudah kan indonesia negara agraris,apa itu selogan aja wkwkwk",negative,0.9972087740898132
"gk usah bikin horor lg,   pk,...",negative,0.9944382905960083
"Rasain... Makanya petani kecil kita diperhatikan kesejahteraannya... Na kualat kan... Ditempat saya, kami petani kecil setelah 10 Tahun baru tau ada dana PUAP utk petani... Bagaimana PPL nya  mengelola uang itu kami TDK tau... Saya petani dari Banjarmasin",negative,0.9927805066108704
"Hoak, bohong. Jangan sebar kebohongan dong",negative,0.9982557892799377
Di kampung ku pemilik tanah malah rumput yg tumbuh..,negative,0.9737202525138855
"Pemuda bangsa ini masih banyak yang malu jadi petani, akhirnya sawah dan perkebunan banyak yang dijual ke asing dan asing rubah lahan tersebut menjadi usaha properti dan ruko2",negative,0.9909226298332214
"seluruh rakyat Indonesia harus tanam ubi dan piara ikan pke terpal 2 meter, belajar Di YouTube agar tdk kelaparan,,",neutral,0.8018027544021606
Indonesia harus ekspor singkong ke seluruh dunia. Pasti laku,positive,0.9801414012908936
akibat ketololan presiden ukraina,negative,0.7349938154220581
"Indonesia itu tidak akan krisis pangan..sangat tidak bijak klu Indonesia seperti itu..krn kita punya tanah.sawah.hutan.laut luas..hrusnya digalakan lebih intens pengembangan2nya n singkirkan para mafia pertanian,supaya kita bisa lebih mandiri dan maju dalam industri pertanian guna menopang ketahanan pangan.",negative,0.9560022354125977
Marilah BINA TAMAN PANGAN DIHUTAN DAN GUNUNG,neutral,0.8141875863075256
"Gak ada petani muda,
Kekurangan generasi penerus,

Yang muda muda pendidikan smk,
cita cita nya kerja pabrik otomotif di Cikarang Karawang Tangerang Jakarta,
Kerja kontrak 2 tahun,
Habis kontrak   nyari kerja lagi,
Pindah ke pabrik lain,
Begitu seterusnya  sampai umur 25, 
Umur segitu yg kira² udah susah melamar kerja pabrik akhirnya menjadi tukang ojek online,

Kalo yang muda langsung menjadi petani, biasanya dinyinyir oleh tetangga,
Sekolah tinggi masa jadi petani,
Percuma sekolahnya,,

Rata rata petani usia nya tua,
Pensiunan pegawai negeri/ swasta,

Orang tua yang sawahnya luas,
Ada juga yg jual tanah untuk biaya pendidikan, biaya masuk kerja, biaya nyogok jadi pegawai,

Sawah gak diolah malah dijual,
Harusnya sii disewa saja (kontrak/hak pakai untuk menanam bahan pokok makanan),
biar suatu saat bisa dimiliki kembali,
Biar anak cucu masih bisa menikmati",negative,0.9123466610908508
Mulailah menanam bahan pangan dilingkungan rumah.,neutral,0.9904593229293823
harta tepung terigu dan tapioka singkong  harga sudah naik terus mentega yg konon sawitnya melimpah harganyan naik...kopi juga naik...,negative,0.7490583658218384
"Kondisi saat ini berpuasa solusi yg baik. Selain menekan banyak makan, juga membatasi untuk memperturuti hawa nafsu.",positive,0.9665401577949524
Apakah IMF diam diam saja ? Hanya menuntut pembayaran hutang ???,negative,0.993996262550354
Stop corona biar gak tambah parah krisisnya,negative,0.9654794931411743
makanya stop plandemi,negative,0.9486943483352661
Silahkan  semuanya  berjalan  sesuai  alurnya  seperti mengalirnya air disungai,neutral,0.8053861260414124
"Welkam tu mai kan tri, plus impes in mai kan tri.",neutral,0.600392758846283
"Saya yakin.. NKRI aman.

Karna warganya tidak MANJA,,.
Rajin menabung,,dan mau bekerja keras,,,",positive,0.9946478009223938
Yg bikin krisis pangan bukan hanya perang tapi logistik kapal & kontainernya rusuh gara2 covid.,negative,0.9962523579597473
Indo aman.. papah owie dh bilang kmrn di istna bgr. Sejahtra,neutral,0.9054732322692871
Bisa??,neutral,0.9790838360786438
"Tidak sanggup melihat kesusahan rakyat Ukraina. Mungkin sebaiknya Rusia membantu pengiriman biji2an rakyat Ukraina, karena mereka tidak bersalah!!!",negative,0.9770126342773438
"Kesabaran putin habis, untuk meng hancurkan UE yaitu dgn kejahatan hancurkan semua biji2an gandum untuk uni eropa 😂😂😂",negative,0.944389820098877
Uraaaa....,negative,0.9340358972549438
balasn eropa yg suka menjajah indonesia,negative,0.412477970123291
Kirim ke asia timteng pk putin masih luas,neutral,0.9882888793945312
Kok krisis global .indonesia lebih milih beras dari pd gandum 😂,negative,0.9184151887893677
Russia tidak mau karena ekspor biji-bijian ke Eropa bukan ke negara berkembang,negative,0.9720653295516968
"alamat HARGA PANGAN semakin naik sebab indonesia masih import gandum ( terigu ), gula, beras, pupuk, pakan ternak juga masih import.
udah harga beras naik, ayam dan telurpun naik naik.",negative,0.7427663803100586
"PUNYA SUMBER ALAM UKRAINA, IRI RUSIA",negative,0.46286725997924805
Karena perpanjangan perang rusia takut masyarakatnya kelaparan 😂😂🤣🤣,negative,0.7372584939002991
"Yes, Mr Putin my hero",neutral,0.6339092254638672
🎉🎉🎉🎉🎉🎉🎉 Hura,negative,0.9644815325737
"Yang krisis di negara eropa dan barat tapi klou di asia buanyak,... Admin ikut eropa aja jangan asia",negative,0.9649587273597717
"Bravo Rusia. ✊🔥🔥
Uraaaaaaaaaa. 💖💖🌻🌱🌾🌴🐝💖",positive,0.9711201786994934
"Zaman Sukarno NKRI diblokade total ekonomi toh tetap exist, gandum makanan pokok orang bule kenapa WNI harus ribut judul yg tepat Rusia tidak mau export gandum Rusia  bersama gandum Ukraina yg di pool Turki via Odessa warga NKRI makan nasi  jagung umbi sagu selama Myamar Thailand Laos Kamboja Vietnam masih surplus padi gak usah kuatir",negative,0.8640154600143433
Itu urusan mereka berdua,negative,0.9311986565589905
Bravo Rusia lanjutkan biar eropa dan as bangkrut,neutral,0.967066764831543
Crott maman tuhh NATO krn suka menghina2 Rusia😂😂😂😂,negative,0.9915370941162109
Perang itu harusnya gmn si? 😅😅😅,negative,0.9632591605186462
"ga usah bingung, rusia pasti mau ekspor gandum ke indonesia jika indonesia mau impor gandum ke rusia. indonesia saja yg takut di embargo sama nato/ eropa. padahal indonesia lagi diinjak2 eropa dihalang2i ekspor sawitnya. kenapa kok pada ga ngeh semua, padahal tindakan rusia itu termasuk dukungan ke indonesia atas tindakan semena2 dari negara2 as dan gengnya eropa yg menghalang2i kebijakan hilirisasi nikel dan hasil  tambang2 lainya.",negative,0.9939289093017578
"EROPA MAKANNYA SINGKONG AJA BIAR NANTI DI KIRIM DR INDONESIA,,
😂😂😂

RUSIA STOP BIJI2N BAGUSLAH 👍👍👍
EROPA MAU MENGHANCURKAN RUSIA 🇷🇺 STOP EXSPORT 👍👍👍


NKRI 🇮🇩 JAYA MERDEKA",negative,0.6071964502334595
kapok2 lo eropa,negative,0.9979752898216248
"RUSIA GENIUS
AS AND EUROPE...STUPID COUNTRY",neutral,0.967355489730835
"Uraaa, hancurkan nato organisasi iblis, nato penghancur negara islam.",negative,0.996095597743988
Tutup pintu....uraa....,negative,0.9657188057899475
"Barat cuma beri sangsi buat untung kelompok mereka,giliran rusia ngelawan geger kaya anjing lagi berantem",negative,0.9892635941505432
Rusia pecundang perang,negative,0.9933212399482727
❤👏👏 baguslah.... sakit hati Rusia sudah dalam...,negative,0.8101233839988708
Petani di pandang sebelah mata!!!!.............biar tau klo sudah krisis pangan.....allhamdulillah😂😂😂😂😂perang jln trssssss,negative,0.8489912152290344
"Presiden Putin adalah seorang intelejen,tau persis apa yg harus dilakukan...ia tdk plonga plongo,,bagganya rakyat Russia punya Pemimpin yg begini......",negative,0.524682879447937
Selanjutnya Rusia harus menenggelamkan semua kapal gandum yg lewat di laut hitam😂,neutral,0.9677160382270813
Mantap x bpk putin..lbh kotor nato Israel USA /Rusia,negative,0.994186520576477
"saatnya eropa bralih makan ubi jalar atau talas, banyak koq diblakang rumah abah yeyen",positive,0.9395778179168701
Indonesia Ekspor Singkong ke Eropa,neutral,0.9952054023742676
"Tentu ... orang perang...kok..
Memusuhi...tp masih berharap.... lucunya...😅😅",negative,0.991543173789978
"Negara eropa, terlahir sebagai penjajah, ndak punya cukup sumberdaya, belagu.. Gaya2an.. Maen keroyokan.. Wkwkk...
Glory mother Russia.. Uraaa...",negative,0.9969179630279541
Biji bijian ukraina utk biaya perang ukraina gas terus,negative,0.5463232398033142
"Terus kan putin
Seperti mana as dan sekutu 
Memperlaku kan nya
Seperti senjata dan perekonomian",negative,0.661388099193573
👍 biarkan Eropa kelaparan,negative,0.7213489413261414
rusia kayaknya tidak punya urusan dengan krisis pangan yang melanda negara barat,negative,0.9878287315368652
Ganyang sekarang jg binatang uni Eropa......uraaaaaaaaaa,negative,0.9385495185852051
Aku sangat mendukung keputusan mu tentang expor biji wahai putiiiiiiiiiinnnnn  uraaaaaaaaa,positive,0.9916623830795288
"Keputusan yang baik, dan akan membuat negara negara yang mengganggu ketenangan dunia merasakan sendiri akibat dari ulahnya. Uuuraaaaaaa.,",positive,0.9224401712417603
"Biarkan Europa Barat hancur ! , Suruh orang Europa Barat makan Cabe Cabean , karena melindungi LGBT.",negative,0.9964696168899536
kita kan nggak makan gandum .. beras..,negative,0.9529505968093872
"tentulah bangsa as dn sekutu barat marah besar,sementara sudah mensanksi di segala bidang dn  banyak uang yg mereka kluarkan dlam bentuk senjata untuk ukraena melawan Rusia, yg terjadi malah sebaliknya mereka justru kelaparan dn krisis. maka kelompok merekapun tetap melawan hancur hancur sekalian,perang besar didepan mereka, kehancuran bagi bangsa eropa yg 3 setelah kehancuran perng ke1dn ke2, bersukurlah kita yg hidup di indonesia.",negative,0.9863453507423401
👍👍👍👍👍👍👍,positive,0.9349061250686646
Indonesia makan padi gk mungkinlah sedunia,negative,0.993713915348053
rusia tahu hasil penjualan ekspor gandum ukraina untuk biaya perang 😆,neutral,0.9926969408988953
Tidak masalah x 🤣🤣🤣  uni Eropa ada 27 negara  mereka semua penghasil gandum bukan hanya siputing yg punya gandum.😁😁😁 Rusia stop ekspor gandum malah bikin rakyatnya pusing🤣🤣🤣,negative,0.8165123462677002
"Kita orang Indonesia tak krisis pangan gandum dan beras... Malah Indonesia bisa beli gandum langsung ke Rusia dgn harga murah krn Indonesia negara sahabat atau non blok, tak peduli sanksi AS dan Eropa main ancam...",positive,0.7267127633094788
"Aslinya Eropa miskin tidak mempunyai sumber daya alam
Untuk menghidupi bangsa eropa mengandalkan negara lain",negative,0.9868627786636353
Tutup pabrik indomie..,neutral,0.7341494560241699
"Benar yg di paparkan pak Prabowo . Tentang krisis pangan global. 
 Baru sadar saya . Kalau yg pas jd pemimpin Indonesia adalah prabowo",positive,0.5257555842399597
Apakah yang dilakukan Russia akan berdampak pada industri mi dan roti di Indonesia 😢?,neutral,0.9228286147117615
Sebagai warga negara Indonesia yang baik saya sangat setuju dengan tindakan yang dilakukan oleh dan saya sangat mendukung Rusia Hura,positive,0.983299195766449
Kebijakan yg tepat pak putin..biar ue tau rasa..biar kelaparan,negative,0.935949981212616
Hayu lu PBB pasti panik ya panik,negative,0.9967855215072632
rusia jangan mau jika harus mengalah terus atas nama hak asasi manusia dan demokrasi serta masyarakat dunia selama ini yang mendapatkan keuntungan banyak dari kesepakatan eksport yakni negara-negara uni eropa khususnya turkey si muka dua dan ukraina tanpa memperdulikan hak yg  seharusnya rusia dapatkan,negative,0.9763310551643372
Ayo Indonesia harus bisa swasembada pangan🇲🇨,neutral,0.7740964293479919
Harga roti & mi instan bakal naek nih,neutral,0.8721579313278198
Bagus bang putin hancurkan Eropa,negative,0.7854911684989929
"Tidak akan ada yg kelaparan selagi manusia itu berusaha. Israel juga dulu tandus, mereka berusaha, toh akhirnya dg tekhnologi mereka bisa memproduksi hasil pertanian yg mereka perlukan.",positive,0.6331429481506348
"Saatnya negara eropa beralih dari gandum ke beras, biasanya roti jadi nasi uduk 😂",neutral,0.9475523233413696
Saatnya harga mie instan naik lg..,neutral,0.9051961302757263
rusiia takut di dalem kapal ekpor ada biji nikel indonesia ternyata haha,negative,0.9927592277526855
Negosiasi yang diinisiasi turkiye berakhir karena turkiye memilih cari aman dukung kepentingan uni eropa,neutral,0.8714938163757324
Mampus eropa...dikira Rusia d kecengin perang sama NATO/barat dan seenak mrk memberikan sanksi PD Rusia trus d anggap biasa2 aja...tunggu waktunya Rusia akan membalas mrk 😂😂😂😂,negative,0.9922266006469727
"😀😀😀🤡🤡🤑 ᴅᴇᴘʀᴇsɪ ʏᴀ
ᴋʀɪsɪs ᴇɴᴇʀɢɪ ᴋʀɪsɪs ᴘᴀɴɢᴀɴ ʏɢ ᴅɪᴄɪᴘᴛᴀᴋᴀɴ ᴀᴍᴇʀɪᴋᴀ🇺🇸
ᴀᴍᴇʀɪᴋᴀ🇺🇸 sᴇɴɢᴀᴊᴀ ᴍᴇɴɢʜᴀɴᴄᴜʀᴋᴀɴ sᴇʟᴜʀᴜʜ ᴇᴋᴏɴᴏᴍɪ sᴇᴋᴜᴛᴜɴʏᴀ. 

ʟᴀɢɪᴀɴ ʙᴀɴɢsᴀ ᴇʀᴏᴘᴀ ᴛɪᴅᴀᴋ ᴍᴀᴋᴀɴ ʙɪᴊɪ ʙɪᴊɪᴀɴ ɢᴀɴᴅᴜᴍ
sᴇᴋᴀʀᴀɴɢ ᴍᴀᴋᴀɴ ʙɪᴊɪ ʙɪᴊɪ ᴘᴇʟᴜʀᴜ 
😀😀😀😀
ʙᴇʀʜᴀʟᴜsɪɴᴀsɪ
ᴄɪᴛᴀ ᴄɪᴛᴀ ᴍᴇɴɢʜᴀɴᴄᴜʀᴋᴀɴ ᴘᴇsᴀɪɴɢ ᴋᴜᴀᴛɴʏᴀ ʀᴜsᴋʏ ʜᴀɴʏᴀ ᴍɪᴍᴘɪ ʏɢ ʙɪsᴀ ᴅɪʙᴜᴀᴛ ᴅɪ ᴋɪsᴀʜ ғɪʟᴍ ʜᴏʟʟʏᴡᴏᴏᴅ🇺🇸🎥🎬",neutral,0.5599636435508728
Hiiiiiiiii..........ngerriiiiiii........iyoooooooooooo??!!!! Ha ha ha ha ha ha ha ha ha..........he he he he he he he he he............,negative,0.9299249053001404
lebay cui bawa2 global ya kali wheatnya gk di export sama sekali. paling jg di export ke negara non blok haha,negative,0.9970424771308899
Siap² buat Indonesia kebutuhan pangan semakin mahal terutama pupuk akan semakin meningkat harga nya semoga petani Indonesia punya startegi pupuk murah,positive,0.5367627143859863
"Krisi Pangan Dunia, 'Dunia' itu maksudnya dunia barat 😅",negative,0.5025737285614014
Sante sante. Indonesia tuh gandumnya dari Rusia kok. Ukraina nyetok kawasan Eropa yang terus terusan menyerang dengan sangsi,negative,0.9944540858268738
"asia aman krn makan nya nasi, bukan gandum / roti.",positive,0.9126410484313965
"Ahlak Putin smakin jelas, sengaja buat ksulitan/kelaparan negara2 dgn mempersulit Exspor biji2an Ukraina.",negative,0.9953005313873291
"Gara gara uni eropa memberi sanksi ke rusia ,akhirnya krisia pangan dunia",neutral,0.9893558621406555
"Wahai Kompas, kok ga dikulik persyaratan dari Rusia yg blm terpenuhi itu apa? (beritanya terpenggal-penggal nih.. Atau sengaja?)",negative,0.9964989423751831
"Dunia mana krisis kelaparan  haha 
Rusia ekspor pangan ke timur tengah ,Afrika kerna sahabat Rusia .
Indonesia juga ada singkong kebun sawah dll.
Indonesia bisa saja juga impor,pangan , pupuk dari Rusia kerna sahabat haha
Timur Tengah Afrika Indonesia yg sahabat dengan Rusia bisa saja atur hasil alam mereka mereka semua utk kemakmuran bersama.
Haha kalau utk penjajah Eropa AS biarlah mereka atur sendiri kerna kan mereka berkomplot haha katanya Eropa AS nato super power .
Haha katanya hanyalah katanya .
Haha mantap Rusia ok sip",positive,0.8134176135063171
Mantap huraaaaaa,positive,0.9968812465667725
"Ah PBB bermuka dua tetap pro Eropah sama As , mana sangsi PBB pada negara As yang suka ikut campur urusan negri lain yang selalu memicu kekacauan mana mulut PBB di mata As dan sekutunya hanya sebagai kacung , kambing conge, sama hanya dapat menindas yang lemah mana mulutnya PBB ke As, dan sekutunya 👎👎👎👎👎",negative,0.9948871731758118
URRAAAAAAA....😂 selamat datang musim2 kelaparan...😋🤣🤣🤣,negative,0.945179283618927
impor apa ekspor...kok membagongkan,negative,0.9975384473800659
Rusia ngmbek gara2 turkiye ijin kan swedia gabung nato😂😂😂,negative,0.9157543182373047
Ha ha haaa good Rusia ... Fair play begin 😄😄👍👍👍👍,positive,0.9050915241241455
Rusia lah juaranya,positive,0.9942846894264221
"Gak akan ngaruh buat eropa...karena eropa sekarang makanan pokoknya nasi tiwul+sayur terong 😂😂😂  
Dan cemilan mereka talas rebus😅😅",positive,0.7814129590988159
MAKAN TUH SANKSI !!! 🤮,negative,0.8948768973350525
"Konon harga Gas di Eropa melambung tinggi bahkan sangat Tinggi .
Keringanan mengExport Gandum keluar dari Ukraina dan Rusia ternyata tidak sampai ke Konsumen di Afrika, melainkan dibegal sebagian besar dijual di alirkan dan Parkir ke Eropa .inilah yang membuat bapak PUTIN el Muskowi Rusia Menutup Celah Export gandum ,Pupuk dan Amonia ke luar Ukraina dan Rusia.
Kawan2 semua Tenang bapak PUTIN Rusia sudah mengirim Kapal2 Canggih ke Laut Hitam . Jika kelihatan ada kapal bawa gandum atau Pupuk dikawal kapal Nato langsung Duaarr dikirim menghadap bapak yang diatas yaa Salam ..

Tenang kawan ekonomi Rusia tidak goyang seperti Amerika dan Nato sekutunya yang dilanda Inflasi hingga 8-13% ,harga pangan dan melambung tinggi hingga membuat Usus buntu Rakyat Amerika dan Eropa kumat2an , banyak Rakyat Amerika menjadi Zombi pecandu Narkoboy yaa Salam.....

Slava Mr Vladimir PUTIN Rusia 🇷🇺🇷🇺🇷🇺🚩🤣🤣🤣",negative,0.5919134020805359
Biar kan saja yg penting Biji si Otong tidak akan di Eksport ke mana Pun...! Ya ya ya Nye nye nye Nye.,negative,0.9475697875022888
"Ini akan berdampak ke eropa...dan akhirnya rakyat eropa akan memakan ""BIJI"" nya sendiri...makan tuh biji lu 😅😃😂😆
Mantaab rusia !! Uraa",negative,0.8987698554992676
semoga Eropah mampus dan melarat akibat kesombongannya biar Eropah dan Amerika makan teknologi yang mereka banggakan seperti bom atau nuklear dan sejenis lainnya,negative,0.9803506731987
Nah loh,positive,0.915188729763031
WW3,positive,0.8352183103561401
Bravo Rusia.,neutral,0.7286067605018616
Semogah gandum murah di indonesiah.,positive,0.9912549257278442
😮😮😮😮😮😮😮😮😮,positive,0.9349061250686646
Way.....😂😂😂😂😂....😮 Bayak yg mati dan sengsarah.tampah perang .terbukah.,negative,0.9754712581634521
Biar mampus eropa yg sllu jd kacung AS...ditambah hilirisasi  jndo dan pembatasan ekspor cjna,neutral,0.892311155796051
Rusia tetap ekspor ke negara negara sahabat. Dan ekspor Ukrain yang terancam macet,neutral,0.9027547240257263
Salah satu cara mengatasi krisis pangan adalah dengan tidak menyia-nyiakan pangan  yang ada. Jika ada kelebihan makanan sebaiknya dibagikan. Jangan sampai ada makanan yang membusuk,negative,0.522785484790802
Yang penting ilmu pengawetan dan penyimpanan makanan berteknologi.  Sangat penting . Memakai Ultraviolet dan  kedap udara .,positive,0.7853469252586365
"Semoga indonesia swasembada pangan dengan 300 juta ton padi,150 juta ton jagung,250 juta ton gandum,400 juta ton bawang merah,330 juta ton bawang putih,600 juta ton minyak sawit,400 juta ton sapi peternakan dan susu,150 juta ton domba dan kambing,100 juta ton gula putih,merah,cair dan bubuk.


🔥🔥🔥🔥🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨💪💪💪💪💪",neutral,0.9146246314048767
Setuju... Perbaikan gizi bangsa lbh diperhatikan lg... Biar kuat bdn org Indonesia..,positive,0.9127016663551331
CNN angkat isu pabrik yang di daerah Jawa Tengah donk..,neutral,0.825036346912384
Tapi kenapa malah ngebet pindah ibu kota,negative,0.9957161545753479
"KENDALA YANG DI ALAMI PETANI ADALAH HARGA PUPUK YANG TINGGI SEDANGKAN HARGA JUAL HASIL TANI MURAH HAL TERSEBUT YANG BIKIN PETANI RUGI DAN AKHIRNYA BERHENTI BERTANI, HARUSNYA PEMERINTAH MENETAPKAN HARGA HASIL TANI SEPRTI SAYURAN DAN BUAH-BUAHAN",negative,0.7384371161460876
HARGA HASIL TANI HARUS DI NAIKAN KLW BISA HARHANYA STABIL BIAR PETANI GAK RUGI DAN SEMAKIN SEMNGAT DALAM BERTANI,positive,0.9704312682151794
Buat apa pak data kami para petani. Kami g pantas di bahas cukup anda nikmati hasil kami sayur buah padi dan tembakau yg kami tanam silah kan nikmati kami iklas untuk ibu pertiwi. Kami biasa melarat pak😂,negative,0.7886993885040283
"Bagus sekali Bps pertanian, semoga datanya akurat jangan maen tembak.",positive,0.959240734577179
"Kebijakan pemerintah setengah2.
Sdh tw potensi besar Indonesia adalah pertanian. Tp faktor pendukung hanya 30%.petani dibawah bgung dg harga smw yg butuhkan tdk dikontrol oleh pemerintah. Masak beli pupuk sperti org mencuri.
Hanya laporan nya bagus. Pertanian Indonesia. Tp dibawah petanj harus berjuang sndiri",negative,0.9816626906394958
"BPS mahh kerjanya hanya ngolah dataa ga memegang peran penting dalam meningkatkan hasil pertanian, kalau bisa tuh stop tenaga administrasi kalau bisa hal begituann dijadikan oleh teknologi saja ibarat kata di sektor perbankan dan dispenduk kalau bisa petani dijadikan cpns gol 2A kalau mau indonesia bertahan di sektor pakan, karena sekarang anak milenial cari kerja yg pasti daripada harus jadi petani😂😂",negative,0.7858043909072876
"Butuh data pertanian monggo diskusi sama saya, akan saya jelaskan permasalahan di lapangan, molai dr tentang asal2 an dalam pendampingan pertanian, tidak maksimalnya infrastruktur irigasi, tentang mekanisme penyaluran pupuk subsidi dan kurang siapnya SDM petani untuk menghadapi pertumbuhan teknologi ....",negative,0.9712475538253784
"Kampanye pemerintah menjelang pemilu, utk dapat dukungan para petani",neutral,0.9943556785583496
gmana ga krisis. subsidi pupuk utk petani dicabut diganti utk subsidi mobil listrik. demi pak luhut perusahaannya untung harus banyak merugikan masyarakat,negative,0.9934353828430176
"Para petani selalu merugi pupuk subsidi langka,pupuk non subsidi tak terjangkau,isektisida sangat mahal.sensus cma buang uang aja.",negative,0.9976054430007935
"Para petani selalu merugi pupuk subsidi langka,pupuk non subsidi tak terjangkau,isektisida sangat mahal.sensus cma buang uang aja.",negative,0.9976054430007935
"Kasi lah tambahan modal buat petani dan peternak Indonesia
Susah banget buat cari tambahan modal yg ada malah bunganya gede"" mau kur syarat nya ribet banget",negative,0.9952238202095032
Gimana  mau bisa kuat lahan  pangan / sawah  habis  dibuat jalan tol,negative,0.9616175293922424
KALSEL KABUT ASAP...KENAPA YA PAK???,negative,0.9605915546417236
SAYA NDAK PERNAH LIHAT KOMPAS KRITIS..KENAPA???,negative,0.9938521385192871
Kok bisa negara besar tergantung ekspor negara lain😂😂😂😂😂😂😂,negative,0.9313463568687439
busuk luar dalam.,negative,0.9981192946434021
Ahhh berhentilah,negative,0.9932754039764404
"Knp takut , katanya berhasil memimpin sejahterakan rakyat...kok ketakutan karena negara lain TDK expor pangan???
Berarti omong kosong selama 10 THN memimpin",negative,0.9972151517868042
Bpk ini lagi ngibulinbrakyat yang cerdas.,positive,0.8525343537330627
Krisis pangan karena pemimpin bodoh dan menteri banyak korupsi berjamaah.,negative,0.9975710511207581
"E paktor .
1 .bibit udah tidak geratis banyak di korup 
2 imbas korupsi stok pangan pemerintah 
3. Banyak korup  di biari yang seharus nya hak rakyat 
4 tidak mau berhenti jadi pejabat padahal bodoh masih aja gak engaca akibat terjadi kekacauan dimana mana 
5 .akibat china tidak bisa di atur semaunya main kan harga ..... Di baca saya ada informasi tuh ..... Jangan",negative,0.9976556301116943
Krisis pangan.. Karena faktor TAHUN POLITIK..,negative,0.8481435775756836
"Nggedabrus. Bnyk kali bohong, dah ga pernah percaya. Saat panen raya napa import beras. Trus hasil mendamaikan itu apa kalo sampe skrg msh perang",negative,0.9962372779846191
"Kemarau panjang, elnino jaman ini sudah bisa di prediksi, kita punya BMKG. Biarkan pangan makin susah dan pasti mahal yg penting bangun infrastruktur....dulu janji stop import pangan sekarang ngeles cari-cari alasan. Bilang aja mau nambah utang lagi🤣🤣",negative,0.8930765986442566
"Terlalu ambisi dgn proyek2 mercusuar dan infrastruktur, urusan pangan terabaikan. Sekarang disaat akan lengser baru sadar.",negative,0.9970297813415527
Krisis pangan..mentri sibuk korupsi..piye iki pak,negative,0.9959414601325989
"Sepuluh tahun menjabat pemerintahan, baru sekarang niat membangun perbaikan pangan, kemana saja selama ini, ini hanya tipu tipu terhadap para petani, irigasi pada hancur sawah pada kekeringan, tidak sudi pilih ganjar dan pdip",negative,0.9973872303962708
Ditambah menteri pertanian kerjanya sibuk cari duit?,negative,0.9896723031997681
....pemilik sawah sudah banyak menjual ke developer untuk bangun kawasan perumahan ..maka tidaklah heran jika 10-15 tahun lagi ...harga beras semakin mahal karena langka....,negative,0.9509319067001343
Tikus mati di lumbung padi.,negative,0.9907953143119812
Semangat,positive,0.9906387329101562
"3 paktor kerisis pangan..
1. Mafia lahan di lindungi..
2. Koruptor di lindungi..
3. Keadilan yg tak merakyat..
🙏🙏🙏🙏",negative,0.9311506748199463
Krisis pangan karena sawahnya habis dibuat perumahan.,negative,0.9894786477088928
😮😮😮😮 mengerikan,negative,0.9968241453170776
"Ga bodoh rAkyat Indonesia,, ada solusi biar sawah kering beberapa sa,at saja. Itu bisa di tanam padi darat dan tida perlu air,, dan ga mungkin Indonesia sampay kehabisan bahan poko beras,,",negative,0.7955244183540344
Sekarang memang sedang krisis pangan krisis air tapi jangan panik semua sudah ada bab ny masing2 turut berduka cita semoga Alm tenag di alam sana alfatiha,positive,0.7307183146476746
Apanya Agustus sampe september ini daerahku hujan terus tuh....,negative,0.9922054409980774
dilarang bilang krisis pangan..elnino dampaknya mayoritas krisis beras ...beras hanya salah satu komoditas pangan masih banyak komoditas pangan yg bisa diusahakan di musim kemarau panjang 1 tahun sekalipun.,negative,0.9571359157562256
"Boro2 ngurusi rakyat, sekarang petinggi2 sedang ngurusin pemilu tahun depan. Dana2 dikumpulkan hanya untuk kepentingan partai. Demokrasi sudah pincang, ekonomi kapitalis jg cacat. Begini kalau urusan hukum dan ekonomi ngikutin hukum buatan manusia. Mana sempurna",negative,0.9975659847259521
Kpa pemerintah tdk berniat bangun irigasi utk mengairi swh yg lg ditanami padi. Bantu dong petani,negative,0.5931020975112915
"AYO SEMUA DEMO OEMERINTAH SUPAYA MEMBUAT DESALINASASI
MERUBAH AIR LAUT MENJADI AIR TAWAR
KARENA SUDAH BANYAK YG WARA WIRI MENCARI AIR BERSIH",negative,0.6624408960342407
"pupuk susah.. bantuan sumur gak pernah tembus.. 
pret... susah petani",negative,0.9898742437362671
Mudah mudahan Bendungan Yang Pemerintah Buat Dapat Menahan Kekeringan.... 🙏🙏,positive,0.75038743019104
"Bulan depan sawah bapak panen
Dan amajing sekali harganya baru kali ini katanya harga gabah bisa naik 150%
Tapi di lain sisi saya sangat kawatir dgn hal tersebut apakah benar akan terjadi krisis pangan..",negative,0.9949336647987366
Aadhkmnb 😂😂😂😂Aadhkmnb,positive,0.9795263409614563
Semoga krisis pangan yg gk kurang makan tiap bulan di kasih makan dan uang semoga .terjadi krisis pangan cocok sekali .,positive,0.9632620215415955
Elnino bukan penyebab krisis pangan penyebab krisis pangan adalah pupuk mahal sebab karena pupuk mahal petani memupuk hanya sedikit hasil panen jadi sedikit,negative,0.9869246482849121
Inilah akibatnya kalau yg di perbanyak bukan BENDUNGAN tetapi bangun yg cuman monumental saja,negative,0.9936665892601013
Segera tanami lagi hutan yg gundul..stop penebangan liar.,negative,0.92867511510849
"Penomena alam gak ngaruh,mapia pangan emang suka naikin harga terus.",positive,0.9518263339996338
Joko,positive,0.5781705379486084
