id,text,label
877,enggak krisis bro sudah impor bras sesuai jajiku dulu setop impor ws ta kandani bolabai kurangi dana buat bangun ikinutamakan ketahanan pangan mau kemaro rakyat di utamakan eh malah ngeyel kandanine saiki musim paceklik baru gembargembor ketahanan pangan di utamakan tahi kucing,negative
878,kalau krisis pangan makan ubi dan pisang jangan takut,negative
879,Baik terima kasih atas jawaban yang begitu lengkap dan jelas ya,positive
880,Saya sependapat acara tersebut harus dihilangkan banyak acara yang tidak berguna Orang orang dalam acaranya pun bertingkah seperti orang tidak sekolah saja,negative
881,lah terus selama ini langkah apa yangdi lakukan untuk antisipasi itu,neutral
882,Sayang restorannya kotor Lihat kecoa kecil di dekat piring piring sayur bersih yang dipakai untuk menyajikan makanan Dan ada kecoa kecil juga di tempat duduknya Berharap kebersihan tempat diperbaiki,negative
883,Saya datang untuk makan malam bersama keluarga Ini pertama kali saya ke sini Kondisi tidak terlalu ramai Untuk interior agak kotor menurut saya Adanya remah remah bekas makanan di lantai dan meja sepertinya tidak dibersihkan secara sempurna Untuk rasa makanan standar tidak terlalu istimewa,negative
884,ke depanperlu kita rancang perekonomian berbasis konstitusi,neutral
885,ingat beras mahal,negative
886,Di restoran itu tersedia banyak pilihan makanan mulai dari yang murah hingga yang mahal,neutral
887,terlalu jauh lu mengomong pakjokowi sebagai presiden pernaah memikirkan petani atau tidak tak usah mengomong pangan dunia perhatikan yang nanam itu dulu baru tau benih mahal pupuk mahal obat mahal harga pemerintah yang netapkan mentri pertanian sekarang siapa bisa jadi dia bermainmusuh kami bukan cuaca iklim dunia tapi pemerintahan tersebutkalau tak percaya kaji dan buktikan,negative
888,persiden bikin kacaw indonesia,neutral
889,Antriannya lama makanannya juga lama dan rasa makanannya biasa saja dan mahal,negative
890,Tidak pernah bosan Dari tahun saya pertama kali kenal ayam goreng suharti saya langsung katakan inilah ayam paling top yang pernah saya makan Resep rahasia dan bumbu kremesnya menambah cita rasa tersendiri dari ayam goreng legendaris asli indonesia ini,positive
891,surga telinga untuk megawati dan ganjarsetelah dilantik katanya langsung tahun jokowi apa yang dihasilkanbbidang pertanian kecuali nol besarkarena dikuasai oligarkipedagang impor pangan jadi jokowi omongnya tidak bisa dipercaya bangun waduk bamgun embun tidak efektif karena yang kerja tidak profesional cuma cari uang dari proyek,negative
892,Ini tua bangka sudah bau tanah kok tidak sadar sadar ya manusia terburuk yang paling busuk,negative
893,kapokmu kapan wong ciliiiiik,negative
894,pdip itu selalu digoyang n dihujattetapi pdip tetap kokohmegawati menerapkan terhadap kader partainya adalah kekeluargaansatu rumah megawati tau setiap tokoh pasti ingin kekuasaan tapi mengerucut atas kebutuhan rakyat bukan kepentingan pribadi maupun partainyadibuktikan pdip terujiprogram yang sudah dikampanyekan melalui jokowiindonesia menyambut bonusdemografi melalui kader penerus ganjarpranowo megawati mantan presidenjokowi presiden saat iniganjar capreskehormatan untuk ir soekarno bpk proklamator,neutral
895,jokowi sibuk ngutang mentrinya sibuk korupsi rakyat di peraslanjut kan,negative
896,Makanannya smoked chicken dan cheese sandwich minumannya jus Lumayan pas dan enak Tempatnya memang enak buat yang ingin suasana hening santai jauh dari kebisingan,positive
897,ganti trisila biar makmur,neutral
898,ekonomi meroket,positive
899,kenapa rusia dan ukraina bisanyetok gandum ratusan juta tonkpn kita indonesia bisa setok berasjuta ton sajabukan cumajuta tonkl pemerintah serius ngurusi oangan untuk rakyat indonesia bisa setiap tahun stok cadangan berasjuta tonitu kecilmaka oresiden ke depan jangan cuma mengomong soal stok oangan nasionallakukan dengan seriusini menyangkut perut rakyatjgn import terusbuatlah pupukberlimpah untuk rakyat jangan langka terus sepanjang tahun,negative
900,Pelayanan kurang aktif dan tidak ramah serta kurang dapat menjelaskan menu makanan yang ada sehingga tamu merasa tidak diacuhkan dan didiamkan saja,negative
901,mak lampir gelar dari mana,neutral
902,Daun memiliki berbagai jenis bentuk,neutral
903,lahan sawah sudah berkurang dipakai jalur toldanpakai perumahan dan buat pabrikyg disalahkan kemarau,neutral
904,Bapak berkumis lebat itu menyebrang menggunakan zebra cross,neutral
905,asslkmpupuk pupukpupuk petaniangelangel dan mahal beras mahal,negative
906,enggak sadar kelak itu sebagian termasuk akibat pengurangan lahan pertania yang di jadikan jalan tolhasil dalam negeri berkurang impor diperbanyak yang di timbun juga banyak,negative
907,Tolonglah pihak telkomsel di revisi harga harga paket internetnya harganya selangit,negative
908,pdi kan partai terbesar di indonesia jadi wajarlah parta partai kecil akan menyerang terus supaya jatuhseperti banyak nya hoax di medsos,negative
909,Payah sekali pelayanan pos indonesia saat ini,negative
910,bicara ancaman panganhasil food estate mu manadanatrilliun sia sia,negative
911,Untuk apa kau sekolah tinggi tinggi tapi ngomong macam anjing menggonggong,negative
912,kok enggak malu kowe bilang krisis pangan jok terus gunanya kowetahun jadi presiden apaimpor petani saja kowe buat susah pupuk nya petani enggak pernah kowe pikirinngomong ketahanan panganshomplak,negative
913,Kesel lah mana parkir tidak benar bikin jalanan sempit doang lagi giliran mobilnya baret misuh misuh menuduh sembarang orang,negative
914,tenggelamkan pedeiepeh,negative
915,wkwwkwk anda presideanperiode kemana saja kok enggak bisa datasi di masa kepemimpinanmu wkwkwk,negative
916,ha ancaman pangan biar dia enak mencaplok tanah adat untuk alasan pangan,negative
917,Iya harganya ribu Saya juga sudah cek tokopedia,neutral
918,makanya lo turun biar enggak ada lagi kelaparan di negara kayak inipalsu lo,negative
919,ini paijo hanya omong doang jauh dari kenyataan,negative
920,import beras impor beras biar yang kayak tambah kayaskrg mending mikir ngatasin kekeringansholat meminta hujan kekrakyat butuh air eit tapi kalo nyinggung sholat dikatai politik identitas,negative
921,Kalau mau beli obat pergi saja ke kimia farma yang berada di ujung jalan itu,neutral
922,ketahanan pangan cuma ada di era pak harto sekarang mah pangan import,negative
923,kok ganjar enggak direspon,negative
924,enggak bahaya ta kerisis pangan yowis di kurbankan aebantenge pakwis wayae tue iku banteng,negative
925,rakyatrakernas pdip jokowisalam pancasilaketumnya sendiri enggak percaya dan yakin tak percaya tentang hari akhirat dibilangnya akhirat itu fakmarganakhayal hasto bilang pdip partai berhaluan kiri tapi tidak pki bagaimana hari akhirat fatamargana,negative
926,lah hampirtahun gunting pita terussekarang baru mengomong soal panganhadeeuh,negative
927,Susunya segar dengan sayuran yang mantap dan rasa kuah yang enak dan pelayanan yang sangat super ramah,positive
928,ngantuk dengar dia mengomong,negative
929,kekeringan lahan enggak masalah jangan kanthong kering itu lebih bahaya,negative
930,Kesan pertama menginap di sini check in tidak bisa jam siang karena yang menginap sebelumnya terlambat check out tidak ada apa pun yang ditawarkan pihak staf saat kami harus selama satu jam menunggu kamar dibersihkan Kemudian kami juga diberitahukan bahwa restoran tutup jam sore sehingga jika ingin memesan makanan untuk makan malam harus sebelum jam sore Cukup menyebalkan,negative
931,nan,negative
932,Tempatnya nyaman makanan lumayan enak Buat yang mau ngobrol lama lama cocok sekali ada banyak tempat lesehan nyaman banget plus udara yang sejuk,positive
933,Pakai kartu kredit bca tidak untung malah rugi besar,negative
934,pak mentan segera bersihkan kementerian pertanian terutama para pejabat tingginya eselondansebaiknya mereka diganti karena sangat mustahil jika mereka tidak mengetahui persoalan saweran dana karena jika benar ada saweran dana untuk kegiatan dan jabatan pasti mereka mengatahui dan mensahkan kegiatan tersebut dan sekarang mereka sedang mencuci tangansemoga kementerian negara bisa bersih kedepannya,negative
935,Ya saya sudah hubungi via halo bca Namun terputus terus dan pulsa saya kepotong banyak kalau telepon berulang ulang,negative
936,Minumannya saya tidak ada yang suka Ayam gorengnya biasa saja Ada saus keju tapi saya tidak suka saus keju di sini Tidak enak,negative
937,akibat memilih mentri berdasarkan qouta partai,neutral
938,kita punya badan pangan tapi apa konstribusinya lu pangan nasional sama saja dengan kementan tidak memberi peran yang maxi lu petanimasih impor berasnorak kan,negative
939,Kalau ke sini menyiapkan perut kosong ya karena di sini konsepnya bisa makan sepuasnya Puas banget makan di sini sesuai kok sama harganya Aku sukanya nasi goreng enak banget,positive
940,semoga bapak syl diberi kesehatan yang lebih nikmat oleh sang penciptamenghadapi masalahnya amin bapak syl gubernur sul selpriode adalah gubernur terbaik jujur dan amanah,positive
941,jauh dari slogan,negative
942,Jangan pernah pesan melalui layanan ini ya teman teman Mengecewakan Villa nya kotor semua peralatannya tidak layak pakai,negative
943,kerja kerja jangan jadi patung,negative
944,mau gerati saja dapat beras,neutral
945,Ini kunjungan pertama kami ke restoran cabang utama Sebelumnya kami sering pesan dari cabang yang lain Karena kami sangka di sini suasana lebih bagus dan menu lebih banyak Tetapi saya terkejut dengan sikap pelayan yang tidak ramah Kami akan duduk di sofa luar atas saran pelayan wanita Tetapi pelayan pria tidak mengizinkan dengan alasan malas membersihkan,negative
946,Menurut saya steaknya cukup enak hanya lebih baik pesan yang paling gede aja itu lebih empuk dari yang lain Kalau ke sini bisa sebarkan foto di media sosial dan mendapatkan es krim gratis Es krimnya enak loh Kalau segi makanan oke dari pelayanan juga baik,positive
947,yang geratis buang angin,negative
948,tidak ada geratis tanam padi apa lagi bajak sawah perlu modal kalau blt rib banyak anaknya,negative
949,partai nasdemkorupsi buat sapari politik sianis kan perlu biaya,negative
950,Resto ini cukup luas suasana sangat menyenangkan pengunjung dapat melihat pemandangan kota bandung Menu makanan barat dan indonesian makanan Harga sesuai kualitas dan pelayanan,positive
951,Diajakin teman waktu masih kuliah katanya satenya enak tapi setelah dicoba kurang masuk sama selera saya hehe hanya opini saya,negative
952,janan korupha us mundu,negative
953,hayo pakurupsi lagimumpung jadi penjahat kalau sudah jadi orang sipil sulit ngerampok uang pajak rakyatteruskan saja sampai okt jangan tanggung parakyat sudah geulehhhmuak muntah lihat kelakuan para penjahat yang berbaju pejabatharga sembako mahalhidup semakin sulitkalian malah berpesta pora rebutan uang pajak rakyatkena azab loh palihat saja sukamiskin setelah oktakan banyak di huni oleh kalian yang berkelakuan penjahat,negative
954,enggak berarti kasus selesai dong keenakan kalau begitu,negative
955,Datang ke restoran ini tidak ada bosannya apalagi di malam minggu kami sekeluarga sangat menyukai tempat ini karena ada live musiknya Suasananya tidak berubah dari tahun ke tahun Menu yang disajikan pun masih tetap sama dari mulai menu eropa sampai menu khas indonesia tetap memikat Porsinya juga tak kalah banyak,positive
956,hore mantri tani baru pasti langsung nurunin harga pupuy dan mudah mudahan ngaseh benig gratid,positive
957,enggak usah membahas keputusan pak jokowi untuk menunjuk pelaksana tugasmenpen biar hatimu tambah panassebab masalah lain kamu masih sakit hati kok kamu tambahi lagi maksud surh ganti siapa ruky gerung egi sujana said didu rizal rameli sudirman said egi sujana amin rais riziq bahar smitmovel bakmumin dkkitu kah yang kamu pilih,negative
958,Tidak enak makan di restoran tidak bisa minta kuah opor ayam dikit seperti di warteg,negative
959,baru tahu kalau ada badan pangan ada pula kepalanya ngapaiiin kerjanyaapa cuma cengar cengir kalau harga beras naik,negative
960,kok tumben pak lbp yang jadi plt biasanya dirapel semua jabatan,negative
961,Lama lama di sini gua bisa hipertensi ngadepin pasien bpjs bayar tidak seberapa tapi mau pelayanan eksekutif dan ngomel ngomel naik kereta saja kalau mau yang eksekutif,negative
962,ahli indak jokowi basing basing tunjok tambah ancor negara bro kalau bukan ahlinyakacau,negative
963,maju dan mundur nya sesuai dengan rekam jejak syl family di puncak kekuasaan,positive
964,wah rangkap jabatan lagi,negative
965,Kemarin mereka mendaftar beasiswa djarum,neutral
966,plt dilihat saja beras pasti turunstlah itu korupsi,negative
967,Lokasinya memang sedikit tersembunyi di sudut sebuah perumahan Konsep tempatnya bagus seperti rumah di pedesaan eropa dengan lantai dan dinding kayu Selain di dalam pengunjung bisa menikmati makanannya di kursi kursi di area taman yang unik menggunakan drum bekas,positive
968,sudah bisa dibaca permainan penguasa,negative
969,dijadikan mentri kan bayarannya sudah banyak banget sih kenapa masih korupsi apa masih kurang kalo nurutin nafsu serakah ya akan kurang terus kalo sudah dibungkus kain putih baru tidak merasa kurang,negative
970,langkah yang tepat jangan wamentan nya yang naik,neutral
971,Rasa makanan cukup enak Lokasi cukup strategis dekat eskalator turun dan naik mal Secara keseluruhan baik mantap,positive
972,setelah korupsi pupuk lalu kabursekarang mundurmana tanggung jawab nya pada saat di sumpahpejabat negara disersi wajib di hukum bukan cuma mundur saja tapi wajib bertanggung jawab atas segala transaksi dan jabatan nya,negative
973,mundur juga bagus enggak bikin apa jadi mentri pangan,positive
974,awas jangan korupsi lgwatak bangsa ini kan kalau menjabat korupsi,negative
975,pak arif jagalah kearifanmusukuri gajimu jika kurang samil ternak supaya barokah kinerjamu,positive
976,Kenapa aku baca pernyataan sikap para calon ketua umum ini semuanya membosankan Macam entahlah,negative
977,Bakso favorit kami sekeluarga Rasanya gurih dan super enak Ditemani dengan es jeruk dan kerupuk putih Super yummy deh Harga sangat terjangkau Lokasi masuk gang kecil tapi mudah ditemukan karena banyak orang yang tahu di lokasinya,positive
978,nan,positive
979,silimpo ini mana ada memikirkan petani masalah pupuk saja tidak penah beres karena dia mikirkan partai dan kantongnya memalukandikasih jabatan malah korupsi,negative
980,Mahasiswa jangan sok sokan deh ikut politik Belajar sana saja deh,negative
981,jadi kepala badan pangan saja enggak becus buktinya sembakoapalagi nih beras meroket teruskok dijadikan plt mentan,negative
982,wah ini dari partai manao bos nya pak anis,negative
983,Menyebalkan Senin pagi beserta macet parah dan banjir,negative
984,semoga pak jokowi enggak salah pilih lagi dengan pengganti menteri pertanian berikutnya enggak tau rakyatnya buat sekolahkan anaknya ada enggak ada uangternyata di korupsi sama menterinya,negative
985,alhamdulillah ada yang maludan mengundurkan diri,negative
986,Menu sushi kurang banyak kalau bisa ada menu sushi dengan porsi kecil potong Harusnya ada pelengkap wasabi cabe bubuk Jadi sebenarnya kurang istimewa,negative
987,itulah kenapa petani menangis karena pupuk sulit didapatkan ternyata di korupsi,negative
988,tolong pak jokowi pupuk dikondisikan harganya,neutral
989,Yang terhormat tolong dong respon pesan saya Terima kasih,neutral
990,Wah enak banget sate yang nikmat bumbu yang pas rasa yang pas dan daging yang segar hingga menghasilkan sate yang benar benar mantap Pelayanan yang ramah,positive
991,kampung tangguh tanam singkong piara ikan dan cabe juga bawang,neutral
992,Saya senang dengan aplikasi gojek memudahkan dalam banyak aktivitas,positive
993,buat kampung tangguh seluruh kelurahan yang ada di indonesia,neutral
994,indonesia pejabat nya kbnyakan korupsi coba kalo kagak di korup indonesia itu bisa swasembada pangan,negative
995,Ayam gorengnya enak di sini Cocok buat yang habis perjalanan jauh Saya ke sini pulang dari luar kota jadi makannya pas lapar gitu deh Bikin perut kenyang makanannya enak terus pelayanannya mantap Kasirnya cantik cantik,positive
996,hanya tersenyum jhklo ketawa entar ada yang kesinggungkalo ibarat lagu dangdut megi saja terlalu mahal harus ku bayar,negative
997,mestinya di setiap kecematan di plosok desa di bangun bendungan untuk menyimpan air danirigasi,neutral
998,Paling favorit di resto ini adalah bubur rasa mangkok besar bisa untuk berdua sama suami Lalu banyak menunya untuk tambahan makan sama bubur Harga dan rasa sesuai Dan yang pasti teman makan bubur adalah teh hangat hmmm Enak,positive
999,miris sekali nasib petani dikorbankan untuk ketahanan pangan pupuk subsidi hampir dihapus harga jual beras tidak terjamin saat ini prod beras menurun karena faktor hama tikus dan perubahan cuaca hektar hsl rata rata dibwhkwintal gabah kering sawah,negative
1000,caranya berikan mereka pelatihan dan pengetahuan tentang ilmu pertanian dan di dorong dengan alat dan bahan pokok bertani dengan garga yang rendah di tambah perbaikan drainase agar area persawahan tetap subur dan terus produksi,positive
1001,Barangnya lumayan cuma yang saya heran xiaomi redmi note ini tombol onnya memang agak rusak Terus baterai memang cepat low bat juragan,negative
1002,ini pertanda pemilu makin dekatpura kasih angin segar ke petaniya seperti janji kampanyetahun silam tak usah dihiraukanmending nanti saja kalo benar presidennya sudah gantibaru percaya berita kayak begini itupun kalau dilaksanakan benaran,negative
1003,Terletak di daerah perbukitan sehingga udara dan pemandangannya sangat nyaman di samping itu terdapat berbagai pilihan menu makanan nusantara steak maupun pasta juga ada,positive
1004,pupuk masih mahal kasihan petani percuma alusista canggih bila ketahanan pangan hancur indonesia adalah negara agrarismau mengandalkan importyang menari menari para cukong,negative
1005,banyak kali stratigi jaman suharto petani nya di bela maka berhasil swasembada pangan,positive
1006,pak kalo bisa kita harus jadi pemain berasjagungkeledaibawang dl pak karena jika kita menjadi swasembada pangan lalu kita meng sanksi negara tersebut dengan hal ini negara itu tidak akan berani dengan kota jika ia tergantung dengan kita pangan nya,negative
1007,Restoran di sini selalu penuh karena letaknya yang strategis di pintu masuk mal Rasa bubur cukup enak Proses penyajian dari order sampai penghidangan juga cukup cepat,positive
1008,buka lahan baru dan perluas areal tanam,neutral
1009,ada yang pergi berselfi ke sawah,neutral
1010,jangan banyak strategiturunkan harga pupuk brantas mafia pupuknaikan harga beli hasil pertanian,negative
1011,Teman saya bekerja di gojek,neutral
1012,peningkatan opoutang kur tambah akeh nandur lombok kenek pathek pusiing,negative
1013,caranya pakai para pedagang tamaksm saja mandi pakai air kencing,negative
1014,Pertama coba karena ulasan beberapa orang tapi ternyata rasanya biasa saja Sepiring ribu Sulit cari tempat duduk,negative
1015,harga gabah anjlokpupuk langka dan mahal,negative
1016,bunuh mafia pupuk,neutral
1017,yang negarajangan suka sebut nama doangsebut presiden kepala negara,negative
1018,Mie mewek terletak di jalan pajajaran Dekat dengan area BEC pusat penjualan gadget Di sini kita bisa menikmati kuliner khas berupa makanan dengan cita rasa pedas Mie nangis akan membuat kita sebagai penikmatnya benar benar menangis karena kepedesan sekaligus ketagihan untuk datang dan makan lagi Mienya tebal dan kenyal Enak,positive
1019,Iklan youtube kenapa tidak bisa diskip sih ganggu banget,negative
1020,beras dari bulan terakhir terus naikperliter dan sekarang mantap,positive
1021,ganti orang ganti orang mantab,positive
1022,Agak kesal juga kalau tiap hari lewat sana melulu Sempit dua arah macet sudah jadi makanan sehari hari,negative
1023,tukang santet kok podo meneng waekok ora bareng nyantet poro koruptor ya,negative
1024,Rumah makan ini memang tergolong murah bila dibandingkan dengan rumah makan sejenisnya Namun makanan yang disediakan biasa saja tidak ada yang istimewa Sebagian besar makanannya hanya ikan atau ayam dengan cara masak digoreng Bisa dibilang menu makanannya tidak ada variasi sama sekali,negative
1025,engggak usah joko paling paling beras di import dan petani dibiarkan susah dan pupuk fikuasai mafia,negative
1026,alhamdulillah alzaytun panen beras berton ton setiap harinya,neutral
1027,Ini kenapa sih astaga telkomsel maupun indihome dua duanya sering bermasalah Mahal doang woy,negative
1028,tugas mentri pada kemanesampe prsiden kelapanganduh gusti,negative
1029,cuma mau mastiin doang tuh rakyat sudah pada kelaparan apa belon kalau perlu naikan lagi harganyarakyat enggak bodohmental penjajah menyusahkan rakyat,negative
1030,harga beras mencekik leher tolong perhatikan pak,negative
1031,mengapai sidaktoh nyatanya hargasembako pada naikjd jangan pencitraanrakyat sudah cerdas,negative
1032,semoga dengan pertian ini sangat membawadampak positip bagi masyarakat indonesia,positive
1033,sungguh luar biasa tema ini ttgkedaulatan pangan karena saat ini kita lagi krisis pangan,positive
1034,Salah satu area kuliner yang cukup menggugah selera Namun jadi bingung juga milihnya Akhirnya ku coba kerak telur dan mie kocok sembari mendengarkan pertunjukan musik dengan lagu lagu nostalgia barat Cukup direkomendasikan,positive
1035,Aku memesan jaket gunung eiger,neutral
1036,dukung pak prabowokarena beliau suka sepak bola salah anak anak ssb persib di ku targa apa apa kelaparan yang terpenting sepak bola ya berprestasi masuk piala asia dan piala dunia,positive
1037,Tempatnya sangat bagus apa lagi malam hari dihias dengan lampu lampu sangat romantis Cocok buat pasangan Jauh dari keramaian Udaranya sangat dingin Kita dapat melihat keindahan kota dari atas,positive
1038,slmperiode,neutral
1039,mantap bapak salam sehat,positive
1040,Ya serba salah memang macet mengeluh tidak macet heran,neutral
1041,Sensasi makan dengan alas daun pisang dengan enaknya cumi bakar dan tempe tepung yang gurih serta sambal yang menggugah selera Memang mantap,positive
1042,mau ngeprank apa lagi mau ngutang lagi,negative
1043,horas trimakasi,positive
1044,kalau bisaseumurhidup pakpresiden berlanjut,neutral
1045,Senin pagi memang selalu tidak bersahabat mulai dari pakai jilbab berantakan jalanan macet transjakarta arah senayan ramainya astaghfirullah absen telat lewat jam ga ikut doa pagi,negative
1046,banyak orang bank terbunuhekonomi hancurmasrakat indak sanggup lagi bayar ansuran bank,negative
1047,Tagihan internet saya enggak masuk akal lebih mahal kakak Butuh penjelasan,negative
1048,mujamil jamil asli purbalingga banyumas jawa tengah menyimak ulang dari jakarta timur sahabatku indonesia nusantara jaya sentosa salam santun,neutral
1049,bicara apa baca,negative
1050,beras mahalrakyat miskintangisan,negative
1051,Mobil yang sehari hari dipakai jeje adalah merk toyota dan berwarna krem,neutral
1052,siap pak deh,positive
1053,kedaulatan pangan pasti bisa karena indonesia adalah kolam susu tongkat kayu dan batu jadi tanaman,positive
1054,Habisnya aku lagi galau kak maka dari itu bikin story kayak begitu,negative
1055,Kalau di sini dagingnya lebih enak bumbunya sih lebih berasa yang di sana harganya juga tidak beda jauh,positive
1056,semoga pak ganjar menangbiar enggak terjadi krisis pangan,positive
1057,ganjar mahmud md,neutral
1058,Hindari kepadatan menhub imbau masyarakat tidak kembali ke jakarta bersamaan pada januari,neutral
1059,nan,positive
1060,faktanya beli pupuk susah dan mahal giliran panen ahhsudalah untung dikit petani sudah alhamdulillah,negative
1061,Restoran unik di mana tidak disediakan piring untuk makan menggunakan alas daun pisang Makanan cukup enak,positive
1062,kalau import beras terus mah bukan kedaultan pangantp persulit rakyat menjelang ahir jbtan mau bohong lagi begitu,negative
1063,pokoke janjar pranowo wae,negative
1064,cv mms,neutral
1065,pak joko widodo,neutral
1066,Menu utama andalan mereka adalah ayam betutu yang dapat dipilih variasi rasanya mulai dari tidak pedas hingga sangat pedas Selain ayam juga ada bebek betutu dengan variasi rasa yang sama,neutral
1067,harga pangan naik karena bulog tidak mau membeli gabah petani fakta di lapangan memang pejabat di nkri tidak berpihak pada petani,negative
1068,mohon buruh petani pedagang nelayan peternak apapun propesinya tolong perhatikan kesejahtraanya bukan cuman jajaran pemerintah pns tni polri siapapun persidennya kedepan,negative
1069,nant anis mau rubah semua hati,negative
1070,parigi sul teng hujan pak,negative
1071,kirim ahli pertanian dari israel dan chinakrn hanya negara itu yang bisa merubah gurun menjadi tanah pertanian yang subur dengan hasil yang melimpahjgn malu apalagi gengsi dengan status negara agraris yang itu hanya julukan negara kita di masa lalutp masa kini hanya sebagai negara pengimport produk pertanian seperti beras gandum kedelai dlldunia sudah diambang krisis pangan dan indonesia punya rakyat yang sangat besar unt di beri makanklo tidak cepat bisa mandiri secarapangannegara kita bisa bubar bukan karena perang tapi karena kelaparan pakde,negative
1072,siapa yang mau pilih ganjar pdip no saya benci pdip,negative
1073,Resto keluarga yang sangat direkomendasikan pemandangan sekeliling resto yang sangat bagus pondok pondok yang nyaman makanan yang disajikan juga lumayan enak apalagi jika malam hari ini pemandangan resto sangat bagus,positive
1074,pangan merupakan kebtuhan pokok yang di tidak bisa di tinggal kan sumber energi dasar,neutral
1075,Tempat yang sangat alami dengan menu yang variatif dengan rasa yang pas Saya suka dengan bandrek jagungnya jagung yang manis disajikan sangat hangat Ada aneka jajanan tradisional yang sudah jarang ditemui,positive
1076,Kadang mikir gimana ya rasanya jadi perempuan di gym Banyak mas mas dan om om melihat Pasti risih dan tidak nyaman,negative
1077,pdi siap nyusep ok,positive
1078,tak berkualitas blas,negative
1079,Kafe rindang dengan suasana pedesaan dan hutan berpadu apik dengan air terjun kecil yang indah untuk rasa cukup enak dan harga yang tidak telalu mahal direkomendasikan bagi semuanya,positive
1080,pinokio bicara kedaulatan pangan h bicara apa ngibul,negative
1081,semoga pdi ptetap jaya hancurkan korupsilanjutkan pembangunan inimerdeka,neutral
1082,Bali adalah salah satu pulau yang menjadi tujuan destinasi para turis,neutral
1083,pak akuminta ketahanan pangan betul di kontrol dalam proses dan pekerjsnya harus yang jujur dan lurus sebap pangan kunci hidup kita berdama,positive
1084,bicara ketahanan pangan selama ini import beras apakah kabar,neutral
1085,kami sekeluarga besar dan seluruh persaudaraan tetap dukung prabowo,positive
1086,Masakan restoran ini rata rata tidak enak,negative
1087,merdeka anis baswedan,neutral
1088,yang di bangun sekarang ini bukan dinasttisoekarnotp dinastinya megawati saya rakyat blitar indak percaya p karno membangun dinati politik ya anak cucunya ini yang takut kehilangan kuasa bukan geli,negative
1089,maju terus apa joko wi untuk bangsa dan negara terus dukungpa ganjarjadi president sela njut nya amin,positive
1090,nan,neutral
1091,Kupat tahu gempol merupakan salah satu kupat tahu legendaris Tempatnya tidak terlalu besar tetapi cukup mencolok dengan warna merahnya di pertigaan pasar gempol Porsinya pas banget untuk menghilangkan lapar Ciri khas dari kupat tahu ini adalah tahunya yang lembut dan kenyal serta kuah kacangnya pas di lidah dipadu dengan lontong tauge dan kerupuk merah Enak sekali,positive
1092,tetap mas ganjar pilihanku,neutral
1093,makanya dukung dong petani lokal jangan dikit impor dikit impor ya mati lah petaninyagenerasi petani menipis bro gara susah dapat upah brongerti enggak brosalam dari brebes,negative
1094,kedaulatan pangan opooorakyatmu kuilo akeh sing ra mangangaskg angel,negative
1095,ganjar kok tidak di sebut,negative
1096,Batagornya besar besar dan dagingnya terasa banget Mantap deh Bumbunya rasanya enak Cocok kalau dijadikan menu untuk makanan ringan sore hari,positive
1097,jelas kekurangan pangankarna deh di makan kerbau,negative
1098,Tempat makan di luar yang luas menyajikan segala makanan dari tradisional hingga yang termodern dari harga yang murah meriah hingga yang mahal Penataan dekorasi yang apik akan membuat betah,positive
1099,Otakmu nyatanya hanya sebesar kelereng,negative
1100,walau difitnah oleh lawan politiktp bapak tetap memandang lurus dan bekerja keras demi indonesiasalut sama bapak yang rendah hati dan menyelesaikan tugas dengan sangat baik,positive
1101,indonesia hancur gegara pdip,negative
1102,soal rempang enggak klihtan di urusan partai malah hadir ini waras apa tidak di ktakan bodoh di kira menghina,negative
1103,mohon persawahan di karawang jangan di rubah fungsi kan menjadi pabrik gudangperumahan,neutral
1104,Aku pernah instal traveloka tapi karena tidak terpakai akhirnya aku uninstal lagi,neutral
1105,Penyajian cukup cepat pelayanan baik dan pastinya masakan enak Untuk harga relatif sesuai dengan rasa masakannya,positive
1106,sudah diberikan waktutahun dan gagal tapi masih ada saja yang mengelukan yaaneh betul,negative
1107,harun masiku hadir enggak,neutral
1108,wkwkwkwkwkwk,negative
1109,wkwkwkwkwk,negative
1110,Beragam macam karya seni yang ditampilkan di lantai dasar dan kedua sungguh menarik perhatian Selain itu di halaman luar juga banyak karya seni yang bisa diamati Pemandangan yang menyerukan mata serta cuaca yang adem membuat tempat ini sangat disukai banyak orang,positive
1111,ijazahnya apa,neutral
1112,muka apa peresiden aya tertekan enggak ada ceriya nya,negative
1113,generasi muda jarang yang tertarik bekerja di sektor pertanian saat ini penyebabnya sangat klasik yaitu biaya tanam dan pemeliharaan yang tak sebanding dengan hasil panendn yang lebih miris lagi disaat panen yang menentukan harga gabah bukannya pemilik gabah tapi para tengkulakmelihat relitas ini saya berharap pemerintah mengawal petani dari penanaman hingga panen bila perlu pemerintah membeli harga gabah petani dengan harga tinggi dengan menghidupkan kembali kud,negative
1114,Cocok buat pertemuan acara pernikahan pemotretan Suasananya tenang santai adem,positive
1115,di saat rempang bergejolakuy uy uy,negative
1116,kalau tidak mengekspor bahan pangan membuat harga beras naik dan hasil pertanian naik mending enggak usah di eskpor pak kasain bapak saya dan warga satu kampung saya semuanya setiap panen raya harga beras malah turunharga pupuk dan biaya perawatannya terus meningkat,negative
1117,Yang wajib banget dicoba di resto ini ada jus stroberi tanpa susu atau gula Asli enak banget Kayaknya gelas saja kurang deh,positive
